year,is_holiday,passenger_count,distance,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,pickup_neighborhood_Arrochar,pickup_neighborhood_Astoria,pickup_neighborhood_Bath Beach,pickup_neighborhood_Battery Park City,pickup_neighborhood_Bay Ridge,pickup_neighborhood_Bay Terrace,pickup_neighborhood_Bayside,pickup_neighborhood_Bedford-Stuyvesant,pickup_neighborhood_Bellerose,pickup_neighborhood_Belmont,pickup_neighborhood_Bensonhurst,pickup_neighborhood_Bergen Beach,pickup_neighborhood_Boerum Hill,pickup_neighborhood_Borough Park,pickup_neighborhood_Briarwood,pickup_neighborhood_Brighton Beach,pickup_neighborhood_Brooklyn Heights,pickup_neighborhood_Brownsville,pickup_neighborhood_Bull's Head,pickup_neighborhood_Bushwick,pickup_neighborhood_Carroll Gardens,pickup_neighborhood_Central Park,pickup_neighborhood_Chelsea,pickup_neighborhood_Chinatown,pickup_neighborhood_Civic Center,pickup_neighborhood_Claremont Village,pickup_neighborhood_Clinton Hill,pickup_neighborhood_Cobble Hill,pickup_neighborhood_College Point,pickup_neighborhood_Columbia St,pickup_neighborhood_Concord,pickup_neighborhood_Concourse,pickup_neighborhood_Concourse Village,pickup_neighborhood_Corona,pickup_neighborhood_Crown Heights,pickup_neighborhood_Cypress Hills,pickup_neighborhood_DUMBO,pickup_neighborhood_Ditmars Steinway,pickup_neighborhood_Downtown Brooklyn,pickup_neighborhood_Dyker Heights,pickup_neighborhood_East Elmhurst,pickup_neighborhood_East Flatbush,pickup_neighborhood_East Harlem,pickup_neighborhood_East Morrisania,pickup_neighborhood_East New York,pickup_neighborhood_East Village,pickup_neighborhood_Edenwald,pickup_neighborhood_Elmhurst,pickup_neighborhood_Financial District,pickup_neighborhood_Flatbush,pickup_neighborhood_Flatiron District,pickup_neighborhood_Flatlands,pickup_neighborhood_Floral Park,pickup_neighborhood_Flushing,pickup_neighborhood_Flushing Meadows Corona Park,pickup_neighborhood_Fordham,pickup_neighborhood_Forest Hills,pickup_neighborhood_Forest Park,pickup_neighborhood_Fort Greene,pickup_neighborhood_Fort Hamilton,pickup_neighborhood_Fresh Meadows,pickup_neighborhood_Glendale,pickup_neighborhood_Governors Island,pickup_neighborhood_Gowanus,pickup_neighborhood_Gramercy,pickup_neighborhood_Gravesend,pickup_neighborhood_Greenpoint,pickup_neighborhood_Greenwich Village,pickup_neighborhood_Harlem,pickup_neighborhood_Hell's Kitchen,pickup_neighborhood_Highbridge,pickup_neighborhood_Hollis,pickup_neighborhood_Holliswood,pickup_neighborhood_Howard Beach,pickup_neighborhood_Inwood,pickup_neighborhood_Jackson Heights,pickup_neighborhood_Jamaica,pickup_neighborhood_Jamaica Bay,pickup_neighborhood_Jamaica Estates,pickup_neighborhood_Jamaica Hills,pickup_neighborhood_John F. Kennedy International Airport,pickup_neighborhood_Kensington,pickup_neighborhood_Kew Gardens,pickup_neighborhood_Kew Gardens Hills,pickup_neighborhood_Kingsbridge,pickup_neighborhood_Kips Bay,pickup_neighborhood_LaGuardia Airport,pickup_neighborhood_Little Italy,pickup_neighborhood_Long Island City,pickup_neighborhood_Longwood,pickup_neighborhood_Lower East Side,pickup_neighborhood_Maspeth,pickup_neighborhood_Melrose,pickup_neighborhood_Middle Village,pickup_neighborhood_Midtown,pickup_neighborhood_Midwood,pickup_neighborhood_Morningside Heights,pickup_neighborhood_Morris Heights,pickup_neighborhood_Morris Park,pickup_neighborhood_Morrisania,pickup_neighborhood_Mott Haven,pickup_neighborhood_Mount Hope,pickup_neighborhood_Murray Hill,pickup_neighborhood_Navy Yard,pickup_neighborhood_NoHo,pickup_neighborhood_Nolita,pickup_neighborhood_North Riverdale,pickup_neighborhood_Olinville,pickup_neighborhood_Outside NYC,pickup_neighborhood_Ozone Park,pickup_neighborhood_Park Slope,pickup_neighborhood_Parkchester,pickup_neighborhood_Port Morris,pickup_neighborhood_Prospect Heights,pickup_neighborhood_Prospect Park,pickup_neighborhood_Prospect-Lefferts Gardens,pickup_neighborhood_Queens Village,pickup_neighborhood_Randall's Island,pickup_neighborhood_Red Hook,pickup_neighborhood_Rego Park,pickup_neighborhood_Richmond Hill,pickup_neighborhood_Ridgewood,pickup_neighborhood_Roosevelt Island,pickup_neighborhood_Sheepshead Bay,pickup_neighborhood_SoHo,pickup_neighborhood_South Ozone Park,pickup_neighborhood_South Slope,pickup_neighborhood_Springfield Gardens,pickup_neighborhood_Stuyvesant Town,pickup_neighborhood_Sunnyside,pickup_neighborhood_Sunset Park,pickup_neighborhood_Theater District,pickup_neighborhood_Tremont,pickup_neighborhood_Tribeca,pickup_neighborhood_Two Bridges,pickup_neighborhood_Unionport,pickup_neighborhood_Upper East Side,pickup_neighborhood_Upper West Side,pickup_neighborhood_Vinegar Hill,pickup_neighborhood_Washington Heights,pickup_neighborhood_West Village,pickup_neighborhood_Williamsburg,pickup_neighborhood_Windsor Terrace,pickup_neighborhood_Woodhaven,pickup_neighborhood_Woodside,dropoff_neighborhood_Allerton,dropoff_neighborhood_Alley Pond Park,dropoff_neighborhood_Arrochar,dropoff_neighborhood_Arverne,dropoff_neighborhood_Astoria,dropoff_neighborhood_Bath Beach,dropoff_neighborhood_Battery Park City,dropoff_neighborhood_Bay Ridge,dropoff_neighborhood_Bay Terrace,dropoff_neighborhood_Bayside,dropoff_neighborhood_Bedford-Stuyvesant,dropoff_neighborhood_Belle Harbor,dropoff_neighborhood_Bellerose,dropoff_neighborhood_Belmont,dropoff_neighborhood_Bensonhurst,dropoff_neighborhood_Bergen Beach,dropoff_neighborhood_Boerum Hill,dropoff_neighborhood_Borough Park,dropoff_neighborhood_Briarwood,dropoff_neighborhood_Brighton Beach,dropoff_neighborhood_Broad Channel,dropoff_neighborhood_Bronx Park,dropoff_neighborhood_Bronxdale,dropoff_neighborhood_Brooklyn Heights,dropoff_neighborhood_Brownsville,dropoff_neighborhood_Bushwick,dropoff_neighborhood_Cambria Heights,dropoff_neighborhood_Canarsie,dropoff_neighborhood_Carroll Gardens,dropoff_neighborhood_Castle Hill,dropoff_neighborhood_Central Park,dropoff_neighborhood_Chelsea,dropoff_neighborhood_Chinatown,dropoff_neighborhood_Civic Center,dropoff_neighborhood_Claremont Village,dropoff_neighborhood_Clason Point,dropoff_neighborhood_Clinton Hill,dropoff_neighborhood_Co-op City,dropoff_neighborhood_Cobble Hill,dropoff_neighborhood_College Point,dropoff_neighborhood_Columbia St,dropoff_neighborhood_Concord,dropoff_neighborhood_Concourse,dropoff_neighborhood_Concourse Village,dropoff_neighborhood_Corona,dropoff_neighborhood_Country Club,dropoff_neighborhood_Crown Heights,dropoff_neighborhood_Cypress Hills,dropoff_neighborhood_DUMBO,dropoff_neighborhood_Ditmars Steinway,dropoff_neighborhood_Dongan Hills,dropoff_neighborhood_Douglaston,dropoff_neighborhood_Downtown Brooklyn,dropoff_neighborhood_Dyker Heights,dropoff_neighborhood_East Elmhurst,dropoff_neighborhood_East Flatbush,dropoff_neighborhood_East Harlem,dropoff_neighborhood_East Morrisania,dropoff_neighborhood_East New York,dropoff_neighborhood_East Village,dropoff_neighborhood_Elmhurst,dropoff_neighborhood_Far Rockaway,dropoff_neighborhood_Ferry Point Park,dropoff_neighborhood_Fieldston,dropoff_neighborhood_Financial District,dropoff_neighborhood_Flatbush,dropoff_neighborhood_Flatiron District,dropoff_neighborhood_Flatlands,dropoff_neighborhood_Floral Park,dropoff_neighborhood_Flushing,dropoff_neighborhood_Flushing Meadows Corona Park,dropoff_neighborhood_Fordham,dropoff_neighborhood_Forest Hills,dropoff_neighborhood_Forest Park,dropoff_neighborhood_Fort Greene,dropoff_neighborhood_Fort Hamilton,dropoff_neighborhood_Fresh Meadows,dropoff_neighborhood_Gerritsen Beach,dropoff_neighborhood_Glen Oaks,dropoff_neighborhood_Glendale,dropoff_neighborhood_Governors Island,dropoff_neighborhood_Gowanus,dropoff_neighborhood_Gramercy,dropoff_neighborhood_Graniteville,dropoff_neighborhood_Gravesend,dropoff_neighborhood_Green-Wood Cemetery,dropoff_neighborhood_Greenpoint,dropoff_neighborhood_Greenwich Village,dropoff_neighborhood_Harlem,dropoff_neighborhood_Hell's Kitchen,dropoff_neighborhood_Highbridge,dropoff_neighborhood_Hollis,dropoff_neighborhood_Hollis Hills,dropoff_neighborhood_Holliswood,dropoff_neighborhood_Howard Beach,dropoff_neighborhood_Hunts Point,dropoff_neighborhood_Inwood,dropoff_neighborhood_Jackson Heights,dropoff_neighborhood_Jamaica,dropoff_neighborhood_Jamaica Estates,dropoff_neighborhood_Jamaica Hills,dropoff_neighborhood_John F. Kennedy International Airport,dropoff_neighborhood_Kensington,dropoff_neighborhood_Kew Gardens,dropoff_neighborhood_Kew Gardens Hills,dropoff_neighborhood_Kingsbridge,dropoff_neighborhood_Kips Bay,dropoff_neighborhood_LaGuardia Airport,dropoff_neighborhood_Laurelton,dropoff_neighborhood_Little Italy,dropoff_neighborhood_Little Neck,dropoff_neighborhood_Long Island City,dropoff_neighborhood_Longwood,dropoff_neighborhood_Lower East Side,dropoff_neighborhood_Marble Hill,dropoff_neighborhood_Marine Park,dropoff_neighborhood_Maspeth,dropoff_neighborhood_Melrose,dropoff_neighborhood_Middle Village,dropoff_neighborhood_Midtown,dropoff_neighborhood_Midwood,dropoff_neighborhood_Mill Basin,dropoff_neighborhood_Morningside Heights,dropoff_neighborhood_Morris Heights,dropoff_neighborhood_Morris Park,dropoff_neighborhood_Morrisania,dropoff_neighborhood_Mott Haven,dropoff_neighborhood_Mount Eden,dropoff_neighborhood_Mount Hope,dropoff_neighborhood_Murray Hill,dropoff_neighborhood_Navy Yard,dropoff_neighborhood_NoHo,dropoff_neighborhood_Nolita,dropoff_neighborhood_North Riverdale,dropoff_neighborhood_Norwood,dropoff_neighborhood_Olinville,dropoff_neighborhood_Outside NYC,dropoff_neighborhood_Ozone Park,dropoff_neighborhood_Park Slope,dropoff_neighborhood_Parkchester,dropoff_neighborhood_Pelham Bay,dropoff_neighborhood_Pelham Bay Park,dropoff_neighborhood_Pelham Gardens,dropoff_neighborhood_Port Morris,dropoff_neighborhood_Prospect Heights,dropoff_neighborhood_Prospect Park,dropoff_neighborhood_Prospect-Lefferts Gardens,dropoff_neighborhood_Queens Village,dropoff_neighborhood_Randall's Island,dropoff_neighborhood_Red Hook,dropoff_neighborhood_Rego Park,dropoff_neighborhood_Richmond Hill,dropoff_neighborhood_Ridgewood,dropoff_neighborhood_Riverdale,dropoff_neighborhood_Rockaway Beach,dropoff_neighborhood_Roosevelt Island,dropoff_neighborhood_Rosedale,dropoff_neighborhood_Schuylerville,dropoff_neighborhood_Sheepshead Bay,dropoff_neighborhood_Shore Acres,dropoff_neighborhood_SoHo,dropoff_neighborhood_Soundview,dropoff_neighborhood_South Brother Island,dropoff_neighborhood_South Ozone Park,dropoff_neighborhood_South Slope,dropoff_neighborhood_Springfield Gardens,dropoff_neighborhood_Spuyten Duyvil,dropoff_neighborhood_St. Albans,dropoff_neighborhood_Stuyvesant Town,dropoff_neighborhood_Sunnyside,dropoff_neighborhood_Sunset Park,dropoff_neighborhood_Theater District,dropoff_neighborhood_Throgs Neck,dropoff_neighborhood_Tremont,dropoff_neighborhood_Tribeca,dropoff_neighborhood_Two Bridges,dropoff_neighborhood_Unionport,dropoff_neighborhood_University Heights,dropoff_neighborhood_Upper East Side,dropoff_neighborhood_Upper West Side,dropoff_neighborhood_Van Cortlandt Park,dropoff_neighborhood_Van Nest,dropoff_neighborhood_Vinegar Hill,dropoff_neighborhood_Washington Heights,dropoff_neighborhood_West Farms,dropoff_neighborhood_West Village,dropoff_neighborhood_Westchester Square,dropoff_neighborhood_Whitestone,dropoff_neighborhood_Williamsbridge,dropoff_neighborhood_Williamsburg,dropoff_neighborhood_Windsor Terrace,dropoff_neighborhood_Woodhaven,dropoff_neighborhood_Woodside
7,0,-0.5272484014548228,-0.539429844127939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
